"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327070006,21780711000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Waymade Healthcare Plc)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,22615211000001108,"0802010G0AAAEAE","Azathioprine 50mg tablets (DE Pharmaceuticals)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,27990111000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (Ennogen Healthcare Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,29998111000001100,"0802010G0AAAEAE","Azathioprine 50mg tablets (Mawdsley-Brooks & Company Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,36105511000001112,"0802010G0AAAEAE","Azathioprine 50mg tablets (Ennogen Pharma Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",327070006,37077111000001104,"0802010G0AAAEAE","Azathioprine 50mg tablets (Relonchem Ltd)","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"amp",8791311000001100,8733511000001103,"0802010G0AAAHAH","Azathioprine 10mg capsules (Special Order)","Azathioprine 10mg capsules","capsule.oral","Azathioprine"
"amp",8308511000001103,8274811000001106,"0802010G0AAAPAP","Azathioprine 50mg/5ml oral solution (Special Order)","Azathioprine 50mg/5ml oral solution","solution.oral","Azathioprine"
"amp",8308711000001108,8272311000001109,"0802010G0AAAQAQ","Azathioprine 40mg/5ml oral solution (Special Order)","Azathioprine 40mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308611000001104,8277711000001105,"0802010G0AAAQAQ","Azathioprine 40mg/5ml oral suspension (Special Order)","Azathioprine 40mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8282111000001104,8262811000001108,"0802010G0AAARAR","Azathioprine 10mg/5ml oral solution (Special Order)","Azathioprine 10mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8282211000001105,8264111000001109,"0802010G0AAARAR","Azathioprine 10mg/5ml oral suspension (Special Order)","Azathioprine 10mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8284011000001106,8268711000001102,"0802010G0AAASAS","Azathioprine 25mg/5ml oral solution (Special Order)","Azathioprine 25mg/5ml oral solution","solution.oral","Azathioprine"
"amp",8307911000001109,8279411000001108,"0802010G0AAATAT","Azathioprine 75mg/5ml oral solution (Special Order)","Azathioprine 75mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8307811000001104,8280411000001108,"0802010G0AAATAT","Azathioprine 75mg/5ml oral suspension (Special Order)","Azathioprine 75mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8283111000001105,8263111000001107,"0802010G0AAAUAU","Azathioprine 15mg/5ml oral solution (Special Order)","Azathioprine 15mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8283211000001104,8264311000001106,"0802010G0AAAUAU","Azathioprine 15mg/5ml oral suspension (Special Order)","Azathioprine 15mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8281911000001107,8259811000001108,"0802010G0AAAVAV","Azathioprine 100mg/5ml oral solution (Special Order)","Azathioprine 100mg/5ml oral solution","solution.oral","Azathioprine"
"amp",8283811000001103,8267211000001105,"0802010G0AAAWAW","Azathioprine 20mg/5ml oral solution (Special Order)","Azathioprine 20mg/5ml oral solution","solution.oral","Azathioprine"
"amp",12080511000001108,12068711000001104,"0802010G0AAAXAX","Azathioprine 125mg/5ml oral suspension (Special Order)","Azathioprine 125mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12080411000001104,12069011000001106,"0802010G0AAAXAX","Azathioprine 125mg/5ml oral solution (Special Order)","Azathioprine 125mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308311000001109,8273411000001106,"0802010G0AAAYAY","Azathioprine 5mg/5ml oral solution (Special Order)","Azathioprine 5mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308211000001101,8275911000001102,"0802010G0AAAYAY","Azathioprine 5mg/5ml oral suspension (Special Order)","Azathioprine 5mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12211911000001100,12212311000001104,"0802010G0AABABA","Azathioprine 45mg/5ml oral suspension (Special Order)","Azathioprine 45mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12221811000001102,12215411000001106,"0802010G0AABABA","Azathioprine 45mg/5ml oral solution (Special Order)","Azathioprine 45mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",12222411000001108,12214811000001108,"0802010G0AABBBB","Azathioprine 7mg/5ml oral suspension (Special Order)","Azathioprine 7mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222311000001102,12217811000001104,"0802010G0AABBBB","Azathioprine 7mg/5ml oral solution (Special Order)","Azathioprine 7mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8284211000001101,8268511000001107,"0802010G0AABCBC","Azathioprine 30mg/5ml oral solution (Special Order)","Azathioprine 30mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308811000001100,8269111000001105,"0802010G0AABCBC","Azathioprine 30mg/5ml oral suspension (Special Order)","Azathioprine 30mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8283311000001107,8264611000001101,"0802010G0AABDBD","Azathioprine 17.5mg/5ml oral solution (Special Order)","Azathioprine 17.5mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8283411000001100,8266011000001103,"0802010G0AABDBD","Azathioprine 17.5mg/5ml oral suspension (Special Order)","Azathioprine 17.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12097311000001100,12093611000001104,"0802010G0AABEBE","Azathioprine 35mg/5ml oral suspension (Special Order)","Azathioprine 35mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12097211000001108,12093911000001108,"0802010G0AABEBE","Azathioprine 35mg/5ml oral solution (Special Order)","Azathioprine 35mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",12211811000001104,12209611000001108,"0802010G0AABFBF","Azathioprine 37.5mg/5ml oral suspension (Special Order)","Azathioprine 37.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12211711000001102,12210411000001104,"0802010G0AABFBF","Azathioprine 37.5mg/5ml oral solution (Special Order)","Azathioprine 37.5mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308111000001107,8288511000001105,"0802010G0AABGBG","Azathioprine 60mg/5ml oral solution (Special Order)","Azathioprine 60mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8308011000001106,8290111000001102,"0802010G0AABGBG","Azathioprine 60mg/5ml oral suspension (Special Order)","Azathioprine 60mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12097111000001104,12093011000001104,"0802010G0AABIBI","Azathioprine 200mg/5ml oral suspension (Special Order)","Azathioprine 200mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12097011000001104,12093311000001108,"0802010G0AABIBI","Azathioprine 200mg/5ml oral solution (Special Order)","Azathioprine 200mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",12080711000001104,12070311000001108,"0802010G0AABJBJ","Azathioprine 175mg/5ml oral suspension (Special Order)","Azathioprine 175mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12080611000001108,12070911000001108,"0802010G0AABJBJ","Azathioprine 175mg/5ml oral solution (Special Order)","Azathioprine 175mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",12096911000001104,12092411000001104,"0802010G0AABKBK","Azathioprine 17mg/5ml oral suspension (Special Order)","Azathioprine 17mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12096811000001108,12092711000001104,"0802010G0AABKBK","Azathioprine 17mg/5ml oral solution (Special Order)","Azathioprine 17mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8791511000001106,8742911000001104,"0802010G0AABPBP","Azathioprine 5mg capsules (Special Order)","Azathioprine 5mg capsules","capsule.oral","Azathioprine"
"amp",8791411000001107,8743211000001102,"0802010G0AABRBR","Azathioprine 30mg capsules (Special Order)","Azathioprine 30mg capsules","capsule.oral","Azathioprine"
"amp",8282511000001108,8265411000001103,"0802010G0AABSBS","Azathioprine 12mg/5ml oral solution (Special Order)","Azathioprine 12mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8282611000001107,8266211000001108,"0802010G0AABSBS","Azathioprine 12mg/5ml oral suspension (Special Order)","Azathioprine 12mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222011000001100,12213811000001108,"0802010G0AABTBT","Azathioprine 4mg/5ml oral suspension (Special Order)","Azathioprine 4mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12221911000001108,12216011000001106,"0802010G0AABTBT","Azathioprine 4mg/5ml oral solution (Special Order)","Azathioprine 4mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8282311000001102,8260411000001105,"0802010G0AABXBX","Azathioprine 120mg/5ml oral solution (Special Order)","Azathioprine 120mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8282411000001109,8260811000001107,"0802010G0AABXBX","Azathioprine 120mg/5ml oral suspension (Special Order)","Azathioprine 120mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8282911000001101,8261211000001100,"0802010G0AABYBY","Azathioprine 150mg/5ml oral solution (Special Order)","Azathioprine 150mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8283011000001109,8262911000001103,"0802010G0AABYBY","Azathioprine 150mg/5ml oral suspension (Special Order)","Azathioprine 150mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222211000001104,12214511000001108,"0802010G0AABZBZ","Azathioprine 70mg/5ml oral suspension (Special Order)","Azathioprine 70mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222111000001104,12217411000001100,"0802010G0AABZBZ","Azathioprine 70mg/5ml oral solution (Special Order)","Azathioprine 70mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8283511000001101,8265911000001106,"0802010G0AACBCB","Azathioprine 2.5mg/5ml oral solution (Special Order)","Azathioprine 2.5mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8283611000001102,8267811000001106,"0802010G0AACBCB","Azathioprine 2.5mg/5ml oral suspension (Special Order)","Azathioprine 2.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222611000001108,12215111000001100,"0802010G0AACCCC","Azathioprine 80mg/5ml oral suspension (Special Order)","Azathioprine 80mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",12222511000001108,12218111000001106,"0802010G0AACCCC","Azathioprine 80mg/5ml oral solution (Special Order)","Azathioprine 80mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8307711000001107,8291411000001103,"0802010G0AACDCD","Azathioprine 90mg/5ml oral solution (Special Order)","Azathioprine 90mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8307511000001102,8292211000001109,"0802010G0AACDCD","Azathioprine 90mg/5ml oral suspension (Special Order)","Azathioprine 90mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8282711000001103,8262111000001101,"0802010G0AACECE","Azathioprine 13mg/5ml oral solution (Special Order)","Azathioprine 13mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",8282811000001106,8263511000001103,"0802010G0AACECE","Azathioprine 13mg/5ml oral suspension (Special Order)","Azathioprine 13mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",16035911000001102,16012511000001108,"0802010G0AACGCG","Azathioprine 250mg/5ml oral solution (Special Order)","Azathioprine 250mg/5ml oral liquid","solution.oral","Azathioprine"
"amp",16036011000001104,16014711000001108,"0802010G0AACGCG","Azathioprine 250mg/5ml oral suspension (Special Order)","Azathioprine 250mg/5ml oral liquid","suspension.oral","Azathioprine"
"amp",8308411000001102,8278511000001101,"0802010G0AACHCH","Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)","Azathioprine 50mg/5ml oral suspension","suspension.oral","Azathioprine"
"amp",8284111000001107,8269711000001106,"0802010G0AACICI","Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)","Azathioprine 25mg/5ml oral suspension","suspension.oral","Azathioprine"
"amp",8282011000001100,8260111000001100,"0802010G0AACJCJ","Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order)","Azathioprine 100mg/5ml oral suspension","suspension.oral","Azathioprine"
"amp",8283911000001108,8268111000001103,"0802010G0AACKCK","Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)","Azathioprine 20mg/5ml oral suspension","suspension.oral","Azathioprine"
"amp",31002111000001104,31000011000001104,"0802010G0AACLCL","Azathioprine 65mg/5ml oral suspension (Special Order)","Azathioprine 65mg/5ml oral suspension","suspension.oral","Azathioprine"
"amp",327071005,284711000001102,"0802010G0BCAAAD","Imuran 25mg tablets (Aspen Pharma Trading Ltd)","Imuran 25mg tablets","tablet.oral","Imuran"
"amp",327070006,675711000001108,"0802010G0BCABAE","Imuran 50mg tablets (Aspen Pharma Trading Ltd)","Imuran 50mg tablets","tablet.oral","Imuran"
"amp",327072003,906711000001106,"0802010G0BCACAA","Imuran 50mg powder for solution for injection vials (Aspen Pharma Trading Ltd)","Imuran 50mg powder for solution for injection vials","solutioninjection.intravenous","Imuran"
"amp",327070006,318611000001108,"0802010G0BEAAAE","Immunoprin 50mg tablets (Ashbourne Pharmaceuticals Ltd)","Immunoprin 50mg tablets","tablet.oral","Immunoprin"
"amp",327070006,26658011000001100,"0802010G0BHAAAE","Azapress 50mg tablets (Ennogen Pharma Ltd)","Azapress 50mg tablets","tablet.oral","Azapress"
"vmp",327072003,327072003,"0802010G0AAAAAA","Azathioprine 50mg powder for solution for injection vials","Azathioprine 50mg powder for solution for injection vials","solutioninjection.intravenous","Azathioprine"
"vmp",327071005,327071005,"0802010G0AAADAD","Azathioprine 25mg tablets","Azathioprine 25mg tablets","tablet.oral","Azathioprine"
"vmp",327070006,327070006,"0802010G0AAAEAE","Azathioprine 50mg tablets","Azathioprine 50mg tablets","tablet.oral","Azathioprine"
"vmp",8791311000001100,8791311000001100,"0802010G0AAAHAH","Azathioprine 10mg capsules","Azathioprine 10mg capsules","capsule.oral","Azathioprine"
"vmp",8308511000001103,8308511000001103,"0802010G0AAAPAP","Azathioprine 50mg/5ml oral solution","Azathioprine 50mg/5ml oral solution","solution.oral","Azathioprine"
"vmp",8308611000001104,8308611000001104,"0802010G0AAAQAQ","Azathioprine 40mg/5ml oral suspension","Azathioprine 40mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8308711000001108,8308711000001108,"0802010G0AAAQAQ","Azathioprine 40mg/5ml oral solution","Azathioprine 40mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8282111000001104,8282111000001104,"0802010G0AAARAR","Azathioprine 10mg/5ml oral solution","Azathioprine 10mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8282211000001105,8282211000001105,"0802010G0AAARAR","Azathioprine 10mg/5ml oral suspension","Azathioprine 10mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8284011000001106,8284011000001106,"0802010G0AAASAS","Azathioprine 25mg/5ml oral solution","Azathioprine 25mg/5ml oral solution","solution.oral","Azathioprine"
"vmp",8307811000001104,8307811000001104,"0802010G0AAATAT","Azathioprine 75mg/5ml oral suspension","Azathioprine 75mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8307911000001109,8307911000001109,"0802010G0AAATAT","Azathioprine 75mg/5ml oral solution","Azathioprine 75mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8283111000001105,8283111000001105,"0802010G0AAAUAU","Azathioprine 15mg/5ml oral solution","Azathioprine 15mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8283211000001104,8283211000001104,"0802010G0AAAUAU","Azathioprine 15mg/5ml oral suspension","Azathioprine 15mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8281911000001107,8281911000001107,"0802010G0AAAVAV","Azathioprine 100mg/5ml oral solution","Azathioprine 100mg/5ml oral solution","solution.oral","Azathioprine"
"vmp",8283811000001103,8283811000001103,"0802010G0AAAWAW","Azathioprine 20mg/5ml oral solution","Azathioprine 20mg/5ml oral solution","solution.oral","Azathioprine"
"vmp",12080411000001104,12080411000001104,"0802010G0AAAXAX","Azathioprine 125mg/5ml oral solution","Azathioprine 125mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12080511000001108,12080511000001108,"0802010G0AAAXAX","Azathioprine 125mg/5ml oral suspension","Azathioprine 125mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8308211000001101,8308211000001101,"0802010G0AAAYAY","Azathioprine 5mg/5ml oral suspension","Azathioprine 5mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8308311000001109,8308311000001109,"0802010G0AAAYAY","Azathioprine 5mg/5ml oral solution","Azathioprine 5mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12211911000001100,12211911000001100,"0802010G0AABABA","Azathioprine 45mg/5ml oral suspension","Azathioprine 45mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12221811000001102,12221811000001102,"0802010G0AABABA","Azathioprine 45mg/5ml oral solution","Azathioprine 45mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12222311000001102,12222311000001102,"0802010G0AABBBB","Azathioprine 7mg/5ml oral solution","Azathioprine 7mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12222411000001108,12222411000001108,"0802010G0AABBBB","Azathioprine 7mg/5ml oral suspension","Azathioprine 7mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8284211000001101,8284211000001101,"0802010G0AABCBC","Azathioprine 30mg/5ml oral solution","Azathioprine 30mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8308811000001100,8308811000001100,"0802010G0AABCBC","Azathioprine 30mg/5ml oral suspension","Azathioprine 30mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8283311000001107,8283311000001107,"0802010G0AABDBD","Azathioprine 17.5mg/5ml oral solution","Azathioprine 17.5mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8283411000001100,8283411000001100,"0802010G0AABDBD","Azathioprine 17.5mg/5ml oral suspension","Azathioprine 17.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12097211000001108,12097211000001108,"0802010G0AABEBE","Azathioprine 35mg/5ml oral solution","Azathioprine 35mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12097311000001100,12097311000001100,"0802010G0AABEBE","Azathioprine 35mg/5ml oral suspension","Azathioprine 35mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12211711000001102,12211711000001102,"0802010G0AABFBF","Azathioprine 37.5mg/5ml oral solution","Azathioprine 37.5mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12211811000001104,12211811000001104,"0802010G0AABFBF","Azathioprine 37.5mg/5ml oral suspension","Azathioprine 37.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8308011000001106,8308011000001106,"0802010G0AABGBG","Azathioprine 60mg/5ml oral suspension","Azathioprine 60mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8308111000001107,8308111000001107,"0802010G0AABGBG","Azathioprine 60mg/5ml oral solution","Azathioprine 60mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12097011000001104,12097011000001104,"0802010G0AABIBI","Azathioprine 200mg/5ml oral solution","Azathioprine 200mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12097111000001104,12097111000001104,"0802010G0AABIBI","Azathioprine 200mg/5ml oral suspension","Azathioprine 200mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12080611000001108,12080611000001108,"0802010G0AABJBJ","Azathioprine 175mg/5ml oral solution","Azathioprine 175mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12080711000001104,12080711000001104,"0802010G0AABJBJ","Azathioprine 175mg/5ml oral suspension","Azathioprine 175mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12096811000001108,12096811000001108,"0802010G0AABKBK","Azathioprine 17mg/5ml oral solution","Azathioprine 17mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12096911000001104,12096911000001104,"0802010G0AABKBK","Azathioprine 17mg/5ml oral suspension","Azathioprine 17mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8791511000001106,8791511000001106,"0802010G0AABPBP","Azathioprine 5mg capsules","Azathioprine 5mg capsules","capsule.oral","Azathioprine"
"vmp",8791411000001107,8791411000001107,"0802010G0AABRBR","Azathioprine 30mg capsules","Azathioprine 30mg capsules","capsule.oral","Azathioprine"
"vmp",8282511000001108,8282511000001108,"0802010G0AABSBS","Azathioprine 12mg/5ml oral solution","Azathioprine 12mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8282611000001107,8282611000001107,"0802010G0AABSBS","Azathioprine 12mg/5ml oral suspension","Azathioprine 12mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12221911000001108,12221911000001108,"0802010G0AABTBT","Azathioprine 4mg/5ml oral solution","Azathioprine 4mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12222011000001100,12222011000001100,"0802010G0AABTBT","Azathioprine 4mg/5ml oral suspension","Azathioprine 4mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8282311000001102,8282311000001102,"0802010G0AABXBX","Azathioprine 120mg/5ml oral solution","Azathioprine 120mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8282411000001109,8282411000001109,"0802010G0AABXBX","Azathioprine 120mg/5ml oral suspension","Azathioprine 120mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8282911000001101,8282911000001101,"0802010G0AABYBY","Azathioprine 150mg/5ml oral solution","Azathioprine 150mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8283011000001109,8283011000001109,"0802010G0AABYBY","Azathioprine 150mg/5ml oral suspension","Azathioprine 150mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12222111000001104,12222111000001104,"0802010G0AABZBZ","Azathioprine 70mg/5ml oral solution","Azathioprine 70mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",12222211000001104,12222211000001104,"0802010G0AABZBZ","Azathioprine 70mg/5ml oral suspension","Azathioprine 70mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",8283511000001101,8283511000001101,"0802010G0AACBCB","Azathioprine 2.5mg/5ml oral solution","Azathioprine 2.5mg/5ml oral liquid","solution.oral","Azathioprine"
"vmp",8283611000001102,8283611000001102,"0802010G0AACBCB","Azathioprine 2.5mg/5ml oral suspension","Azathioprine 2.5mg/5ml oral liquid","suspension.oral","Azathioprine"
"vmp",12222511000001108,12222511000001108,"0802010G0AACCCC","Azathioprine 80mg/5ml oral solution","Azathioprine 80mg/5ml oral liquid","solution.oral","Azathioprine"
