"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327085000,319211000001101,"0802020G0BCACAF","Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd)","Neoral 50mg capsules","capsule.oral","Neoral"
"amp",327083007,456811000001107,"0802020G0BCADAD","Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd)","Neoral 100mg capsules","capsule.oral","Neoral"
"amp",327090002,303511000001103,"0802020G0BCAEAH","Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd)","Neoral 10mg capsules","capsule.oral","Neoral"
"amp",327082002,16306511000001108,"0802020G0BEAAAC","Deximune 25mg capsules (Dexcel-Pharma Ltd)","Deximune 25mg capsules","capsule.oral","Deximune"
"amp",327085000,16306711000001102,"0802020G0BEABAF","Deximune 50mg capsules (Dexcel-Pharma Ltd)","Deximune 50mg capsules","capsule.oral","Deximune"
"amp",327083007,16306911000001100,"0802020G0BEACAD","Deximune 100mg capsules (Dexcel-Pharma Ltd)","Deximune 100mg capsules","capsule.oral","Deximune"
"amp",327082002,17666911000001104,"0802020G0BFAAAC","Capimune 25mg capsules (Mylan)","Capimune 25mg capsules","capsule.oral","Capimune"
"amp",327085000,17665611000001108,"0802020G0BFABAF","Capimune 50mg capsules (Mylan)","Capimune 50mg capsules","capsule.oral","Capimune"
"amp",327083007,17665811000001108,"0802020G0BFACAD","Capimune 100mg capsules (Mylan)","Capimune 100mg capsules","capsule.oral","Capimune"
"amp",327083007,19376911000001104,"0802020G0BGAAAD","Capsorin 100mg capsules (Morningside Healthcare Ltd)","Capsorin 100mg capsules","capsule.oral","Capsorin"
"amp",327085000,19377111000001104,"0802020G0BGABAF","Capsorin 50mg capsules (Morningside Healthcare Ltd)","Capsorin 50mg capsules","capsule.oral","Capsorin"
"amp",327082002,19377311000001100,"0802020G0BGACAC","Capsorin 25mg capsules (Morningside Healthcare Ltd)","Capsorin 25mg capsules","capsule.oral","Capsorin"
"amp",36139311000001112,35206711000001104,"0802020G0BGADAG","Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)","Capsorin 100mg/ml oral solution","solution.oral","Capsorin"
"amp",327082002,28335911000001108,"0802020G0BHAAAC","Vanquoral 25mg capsules (Teva UK Ltd)","Vanquoral 25mg capsules","capsule.oral","Vanquoral"
"amp",327085000,28337411000001104,"0802020G0BHABAF","Vanquoral 50mg capsules (Teva UK Ltd)","Vanquoral 50mg capsules","capsule.oral","Vanquoral"
"amp",327083007,28338911000001104,"0802020G0BHACAD","Vanquoral 100mg capsules (Teva UK Ltd)","Vanquoral 100mg capsules","capsule.oral","Vanquoral"
"amp",327090002,29934611000001108,"0802020G0BHADAH","Vanquoral 10mg capsules (Teva UK Ltd)","Vanquoral 10mg capsules","capsule.oral","Vanquoral"
"vmp",36140311000001104,36140311000001104,"0802020G0AAAAAA","Ciclosporin 50mg/1ml solution for infusion ampoules","Ciclosporin 50mg/1ml solution for infusion ampoules","solutioninfusion.intravenous","Ciclosporin"
"vmp",327082002,327082002,"0802020G0AAACAC","Ciclosporin 25mg capsules","Ciclosporin 25mg capsules","capsule.oral","Ciclosporin"
"vmp",327083007,327083007,"0802020G0AAADAD","Ciclosporin 100mg capsules","Ciclosporin 100mg capsules","capsule.oral","Ciclosporin"
"vmp",36139511000001104,36139511000001104,"0802020G0AAAEAE","Ciclosporin 250mg/5ml solution for infusion ampoules","Ciclosporin 250mg/5ml solution for infusion ampoules","solutioninfusion.intravenous","Ciclosporin"
"vmp",327085000,327085000,"0802020G0AAAFAF","Ciclosporin 50mg capsules","Ciclosporin 50mg capsules","capsule.oral","Ciclosporin"
"vmp",36139311000001112,36139311000001112,"0802020G0AAAGAG","Ciclosporin 100mg/ml oral solution sugar free","Ciclosporin 100mg/ml oral solution sugar free","solution.oral","Ciclosporin"
"vmp",327090002,327090002,"0802020G0AAAHAH","Ciclosporin 10mg capsules","Ciclosporin 10mg capsules","capsule.oral","Ciclosporin"
