"obj_type","vpid","snomed_id","bnf_code","dmd_name","bnf_name","form_route","short_name"
"amp",327106003,3661611000001102,"0802010M0BBABAB","CellCept 500mg tablets (Roche Products Ltd)","CellCept 500mg tablets","tablet.oral","CellCept"
"amp",327109005,4346311000001104,"0802010M0BBADAH","CellCept 500mg powder for solution for infusion vials (Roche Products Ltd)","CellCept 500mg powder for solution for infusion vials","solutioninfusion.intravenous","CellCept"
"amp",4897811000001103,4881311000001100,"0802010M0BBAEAJ","CellCept 1g/5ml oral suspension (Roche Products Ltd)","CellCept 1g/5ml oral suspension","suspension.oral","CellCept"
"amp",4897811000001103,4881311000001100,"0802010M0BBAEAJ","CellCept 1g/5ml oral suspension (Roche Products Ltd)","CellCept 1g/5ml oral suspension","suspension.gastroenteral","CellCept"
"amp",327106003,18163911000001104,"0802010M0BCAAAB","Myfenax 500mg tablets (Teva UK Ltd)","Myfenax 500mg tablets","tablet.oral","Myfenax"
"amp",327104000,18164111000001104,"0802010M0BCABAA","Myfenax 250mg capsules (Teva UK Ltd)","Myfenax 250mg capsules","capsule.oral","Myfenax"
"amp",327104000,18166911000001100,"0802010M0BDAAAA","Arzip 250mg capsules (Zentiva)","Arzip 250mg capsules","capsule.oral","Arzip"
"amp",327106003,18166711000001104,"0802010M0BDABAB","Arzip 500mg tablets (Zentiva)","Arzip 500mg tablets","tablet.oral","Arzip"
"vmp",327104000,327104000,"0802010M0AAAAAA","Mycophenolate mofetil 250mg capsules","Mycophenolate mofetil 250mg capsules","capsule.oral","Mycophenolate"
"vmp",327106003,327106003,"0802010M0AAABAB","Mycophenolate mofetil 500mg tablets","Mycophenolate mofetil 500mg tablets","tablet.oral","Mycophenolate"
"vmp",13000511000001100,13000511000001100,"0802010M0AAACAC","Mycophenolate mofetil 250mg/5ml oral suspension","Mycophenolate mofetil 250mg/5ml oral suspension","suspension.oral","Mycophenolate"
"vmp",13000611000001100,13000611000001100,"0802010M0AAADAD","Mycophenolate mofetil 300mg/5ml oral suspension","Mycophenolate mofetil 300mg/5ml oral suspension","suspension.oral","Mycophenolate"
"vmp",13000711000001104,13000711000001104,"0802010M0AAAEAE","Mycophenolate mofetil 500mg/5ml oral suspension","Mycophenolate mofetil 500mg/5ml oral suspension","suspension.oral","Mycophenolate"
"vmp",13000311000001106,13000311000001106,"0802010M0AAAGAG","Mycophenolate mofetil 100mg/5ml oral suspension","Mycophenolate mofetil 100mg/5ml oral suspension","suspension.oral","Mycophenolate"
"vmp",327109005,327109005,"0802010M0AAAHAH","Mycophenolate mofetil 500mg powder for solution for infusion vials","Mycophenolate mofetil 500mg inf vials","solutioninfusion.intravenous","Mycophenolate"
"vmp",13000411000001104,13000411000001104,"0802010M0AAAIAI","Mycophenolate mofetil 125mg/5ml oral suspension","Mycophenolate mofetil 125mg/5ml oral suspension","suspension.oral","Mycophenolate"
"vmp",4897811000001103,4897811000001103,"0802010M0AAAJAJ","Mycophenolate mofetil 1g/5ml oral suspension sugar free","Mycophenolate mofetil 1g/5ml oral suspension sugar free","suspension.oral","Mycophenolate"
"vmp",4897811000001103,4897811000001103,"0802010M0AAAJAJ","Mycophenolate mofetil 1g/5ml oral suspension sugar free","Mycophenolate mofetil 1g/5ml oral suspension sugar free","suspension.gastroenteral","Mycophenolate"
